city,latitude,longitude,date,NO2,SO2,CO,O3,AOD,temperature,humidity,wind_speed,rainfall,pressure,PM2.5,PM10
Nagercoil,8.178,77.4346,2024-07-03,14.74,6.791,0.3194,30.464,0.1305,33.74,59.04,15.44,0.0,1010.76,7.22,13.51
Nagercoil,8.178,77.4346,2024-07-04,10.022,1.92,0.3412,43.623,0.1686,33.58,77.46,14.83,0.0,1005.86,5.59,11.14
Nagercoil,8.178,77.4346,2024-07-05,6.351,4.614,0.2885,28.338,0.0771,36.15,60.4,16.29,3.21,1012.25,4.0,6.09
Nagercoil,8.178,77.4346,2024-07-06,5.038,2.1,0.1554,38.514,0.1055,29.55,59.14,17.09,0.0,1011.39,4.0,8.39
Nagercoil,8.178,77.4346,2024-07-07,18.447,0.652,0.1381,46.98,0.1973,35.37,72.51,18.63,0.0,1005.95,5.26,8.86
Nagercoil,8.178,77.4346,2024-07-08,23.377,7.714,0.2945,38.516,0.2209,39.08,76.37,16.41,0.0,1015.53,10.48,20.95
Nagercoil,8.178,77.4346,2024-07-09,5.523,5.844,0.1655,38.049,0.1742,32.7,71.33,15.14,0.0,1010.89,5.44,9.65
Nagercoil,8.178,77.4346,2024-07-10,9.68,2.255,0.1079,32.814,0.158,37.88,65.38,14.38,0.0,1010.26,4.99,10.43
Nagercoil,8.178,77.4346,2024-07-11,18.4023164556962,5.928210970464136,0.1351,42.665,0.141,32.61,61.98,16.1,0.0,1012.21,6.42,12.97
Nagercoil,8.178,77.4346,2024-07-12,17.012,4.873,0.0913,35.821,0.1289,33.58,57.0,14.04,0.0,1013.76,8.12,12.44
Nagercoil,8.178,77.4346,2024-07-13,9.548,5.686,0.1469,45.887,0.2216,28.53,54.44,15.57,0.0,1010.1,5.98,11.81
Nagercoil,8.178,77.4346,2024-07-14,14.823,6.375,0.0509,28.915,0.0936,37.04,74.99,14.3,0.0,1009.63,5.96,12.07
Nagercoil,8.178,77.4346,2024-07-15,17.45,5.512,0.1992,30.451,0.1835,36.38,68.73,11.95,0.0,1013.46,11.3,20.13
Nagercoil,8.178,77.4346,2024-07-16,6.338,3.824,0.0695,35.562,0.0224,32.19,65.22,19.81,0.0,1010.16,4.0,7.18
Nagercoil,8.178,77.4346,2024-07-17,15.175,5.556,0.147,34.37,0.1637,28.03,45.94,19.12,0.87,1014.41,4.58,7.27
Nagercoil,8.178,77.4346,2024-07-18,11.649,3.223,0.3023,37.382,0.0747,36.28,56.42,15.1,0.0,1008.29,4.82,10.09
Nagercoil,8.178,77.4346,2024-07-19,12.904,5.52,0.2262,31.155,0.0891,36.13,55.77,16.6,0.0,1013.52,5.04,8.36
Nagercoil,8.178,77.4346,2024-07-20,12.594,3.401,0.2606,48.439,0.098,38.22,47.6,11.59,0.3,1009.64,7.9,11.91
Nagercoil,8.178,77.4346,2024-07-21,8.6,3.05,0.1435,35.315,0.02,33.37,65.46,15.14,0.0,1010.13,4.0,6.82
Nagercoil,8.178,77.4346,2024-07-22,11.695,5.2,0.258,30.837,0.181,31.63,71.81,12.92,1.51,1010.9,8.48,15.11
Nagercoil,8.178,77.4346,2024-07-23,2.0,3.216,0.2897,46.723,0.1348,33.97,71.19,14.94,2.36,1012.38,4.0,6.42
Nagercoil,8.178,77.4346,2024-07-24,15.93,5.02,0.3032,37.065,0.118,33.94,39.86,14.36,0.29,1012.82,7.2,15.02
Nagercoil,8.178,77.4346,2024-07-25,9.116,0.879,0.1636,41.09,0.2193,30.03,63.84,18.15,0.0,1008.55,4.24,7.65
Nagercoil,8.178,77.4346,2024-07-26,17.977,4.302,0.0728,45.85,0.1332,26.7,67.13,18.16,0.0,1015.02,5.68,11.69
Nagercoil,8.178,77.4346,2024-07-27,2.313,2.642,0.1811,26.964,0.0225,35.43,57.99,16.78,0.0,1011.05,4.0,6.09
Nagercoil,8.178,77.4346,2024-07-28,9.614,1.671,0.2023,43.05,0.0987,38.26,63.61,15.84,0.0,1012.97,4.0,6.59
Nagercoil,8.178,77.4346,2024-07-29,11.272,5.659,0.2869,39.345,0.155,31.64,56.5,14.29,0.0,1008.29,8.03,14.02
Nagercoil,8.178,77.4346,2024-07-30,8.777,2.894,0.2539,35.586,0.2066,31.7,63.3,17.01,0.0,1003.05,5.05,9.54
Nagercoil,8.178,77.4346,2024-07-31,13.624,2.211,0.1954,50.329,0.02,32.24,66.51,18.25,0.43,1006.85,4.0,7.01
Nagercoil,8.178,77.4346,2024-08-01,15.746,3.653,0.0571,35.848,0.0793,33.97,56.63,15.47,1.49,1005.66,5.49,8.24
Nagercoil,8.178,77.4346,2024-08-02,16.513,3.423,0.1172,37.76,0.0969,33.24,51.42,17.64,0.0,1008.66,4.76,9.56
Nagercoil,8.178,77.4346,2024-08-03,9.573,0.5,0.05,57.913,0.1084,36.13,49.31,15.43,0.0,1012.05,4.28,6.6
Nagercoil,8.178,77.4346,2024-08-04,14.696,3.478,0.2732,42.827,0.2269,33.22,53.52,16.17,0.0,1011.32,9.47,17.56
Nagercoil,8.178,77.4346,2024-08-05,9.9,1.258,0.2048,31.607,0.1553,36.23,53.93,13.7,6.35,1014.04,4.6,8.99
Nagercoil,8.178,77.4346,2024-08-06,14.752,2.43,0.1552,33.565,0.1102,37.58,53.84,14.27,0.56,1012.09,5.88,11.94
Nagercoil,8.178,77.4346,2024-08-07,20.993,2.75,0.2148,37.076,0.0329,31.54,65.68,14.47,2.76,1006.61,5.83,10.77
Nagercoil,8.178,77.4346,2024-08-08,14.579,3.035,0.2427,30.379,0.0986,34.78,65.99,18.02,0.0,1010.66,4.75,40.05033613445378
Nagercoil,8.178,77.4346,2024-08-09,13.505,6.015,0.2397,41.272,0.1698,35.55,59.07,15.48,0.0,1019.36,7.03,14.39
Nagercoil,8.178,77.4346,2024-08-10,8.258,3.789,0.1788,36.397,0.2931,34.3,63.39,14.38,1.12,1007.54,8.64,16.6
Nagercoil,8.178,77.4346,2024-08-11,10.747,2.344,0.1876,57.951,0.2148,34.22,54.38,13.62,0.0,1006.55,8.2,15.83
Nagercoil,8.178,77.4346,2024-08-12,14.233,8.493,0.2092,37.138,0.2764,32.7,44.92,10.71,0.0,1010.42,15.37,28.93
Nagercoil,8.178,77.4346,2024-08-13,10.531,2.25,0.2407,40.214,0.2511,33.86,73.24,12.73,0.0,1011.65,7.84,12.68
Nagercoil,8.178,77.4346,2024-08-14,2.0,6.602,0.2592,35.334,0.1711,29.2,52.03,18.58,1.39,1007.54,4.0,8.12
Nagercoil,8.178,77.4346,2024-08-15,19.781,3.948,0.2999,40.572,0.1293,33.1,46.79,14.25,2.02,1004.07,9.27,18.3
Nagercoil,8.178,77.4346,2024-08-16,10.097,2.113,0.1428,27.206,0.2077,33.05,60.48,14.17,0.0,1012.42,5.4,9.35
Nagercoil,8.178,77.4346,2024-08-17,19.126,4.968,0.1643,40.551,0.1736,34.85,58.51,13.61,0.0,1011.41,9.99,15.1
Nagercoil,8.178,77.4346,2024-08-18,17.056,6.747,0.2179,43.246,0.2136,32.07,64.39,10.94,0.0,1011.56,13.14,20.9
Nagercoil,8.178,77.4346,2024-08-19,15.538,2.87,0.2141,30.647,0.02,31.47,53.34,14.05,0.06,1015.52,4.76,8.47
Nagercoil,8.178,77.4346,2024-08-20,17.911,2.804,0.0652,33.488,0.1691,33.79,44.68,17.06,5.09,1011.63,5.02,9.27
Nagercoil,8.178,77.4346,2024-08-21,14.428,5.402,0.15,39.652,0.2604,32.61,55.62,14.48,0.0,1007.5,10.87,19.76
Nagercoil,8.178,77.4346,2024-08-22,13.403,3.861,0.1672,33.498,0.1818,29.78,62.76,14.05,0.0,1005.71,7.6,15.79
Nagercoil,8.178,77.4346,2024-08-23,12.875,1.533,0.1211,33.776,0.0305,29.6,49.13,14.01,0.65,1012.32,4.22,8.39
Nagercoil,8.178,77.4346,2024-08-24,17.978,7.674,0.1663,30.197,0.0931,28.27,60.85,5.69,1.4,1007.99,17.1,33.26
Nagercoil,8.178,77.4346,2024-08-25,6.461,3.132,0.097,32.205,0.1756,32.46,53.1,9.19,0.0,1013.5,8.16,12.42
Nagercoil,8.178,77.4346,2024-08-26,10.462,2.898,0.0769,28.545,0.1367,33.06,51.36,10.59,2.55,1009.93,7.12,10.9
Nagercoil,8.178,77.4346,2024-08-27,10.633,4.038,0.176,23.255,0.1921,35.82,67.45,15.49,0.0,1009.96,5.13,8.66
Namakkal,11.2189,78.1677,2024-01-01,25.826,8.376,0.3336,24.504,0.3193,27.97,61.43,8.86,0.0,1009.52,36.17,58.51
Namakkal,11.2189,78.1677,2024-01-02,35.576,9.308,0.3459,21.14,0.1795,29.59,75.86,7.72,0.0,1011.96,39.63,67.28
Namakkal,11.2189,78.1677,2024-01-03,27.423,10.67,0.3685,24.357,0.3689,21.94,80.11,10.34,0.0,1012.54,36.22,55.09
Namakkal,11.2189,78.1677,2024-01-04,44.579,13.189,0.6755,28.643,0.4748,29.31,43.99,8.54,0.0,1013.17,80.67,124.81
Namakkal,11.2189,78.1677,2024-01-05,29.185,7.719,0.4181,22.204,0.2617,28.78,62.34,8.11,0.0,1014.94,36.06,56.13
Namakkal,11.2189,78.1677,2024-01-06,31.948,14.689,0.4996,28.576,0.4067,27.09,51.25,13.17,0.0,1006.61,41.17,79.1
Namakkal,11.2189,78.1677,2024-01-07,34.557,16.881,0.5551,29.227,0.3662,24.38,66.44,5.1,0.0,1013.04,78.31,132.07
Namakkal,11.2189,78.1677,2024-01-08,39.232,13.951,0.61,22.052,0.5784,25.39,71.77,9.23,0.0,1003.53,79.68,132.35
Namakkal,11.2189,78.1677,2024-01-09,39.123,11.595,0.5982,29.402,0.4997,23.59,65.35,5.93,0.27,1012.17,78.71,118.38
Namakkal,11.2189,78.1677,2024-01-10,33.862,8.882,0.3627,46.204,0.2688,25.83,48.14,10.55,4.05,1010.15,32.59,53.65
Namakkal,11.2189,78.1677,2024-01-11,39.774,11.979,0.3446,24.633,0.463,24.32,66.29,10.92,0.0,1009.38,52.83,102.39
Namakkal,11.2189,78.1677,2024-01-12,27.164,7.981,0.3505,14.339,0.2129,28.95,68.83,7.12,0.0,1011.66,28.85,55.81
Namakkal,11.2189,78.1677,2024-01-13,26.796,11.802,0.3981,20.187,0.4611,28.27,70.14,4.31,0.0,1016.37,67.03,134.14
Namakkal,11.2189,78.1677,2024-01-14,38.105,11.582,0.5644,28.794,0.6198,25.14,58.68,11.38,8.55,1009.29,57.79,112.66
Namakkal,11.2189,78.1677,2024-01-15,35.274,12.319,0.4789,23.665,0.3551,28.05,67.18,1.05,0.0,1009.94,82.96,171.08
Namakkal,11.2189,78.1677,2024-01-16,27.823,6.531,0.4739,28.284,0.3401,25.26,58.9,8.24,0.0,1006.07,40.97,51.951631799163174
Namakkal,11.2189,78.1677,2024-01-17,40.686,11.742,0.605,37.838,0.3601,25.98,69.84,8.61,2.39,1009.94,66.03,100.41
Namakkal,11.2189,78.1677,2024-01-18,33.452,9.471,0.5256,25.401,0.4197,21.39,70.58,9.28,0.43,1012.86,53.85,109.61
Namakkal,11.2189,78.1677,2024-01-19,20.779,12.319,0.4647,16.538,0.2406,25.39,67.39,6.87,0.0,1015.33,41.85,69.2
Namakkal,11.2189,78.1677,2024-01-20,41.511,14.133,0.5441,32.299,0.4024,22.44,70.84,6.41,0.0,1008.77,82.62,162.97
Namakkal,11.2189,78.1677,2024-01-21,33.536,10.217,0.4674,32.971,0.3911,27.15,61.29,5.56,0.0,1012.44,61.38,101.21
Namakkal,11.2189,78.1677,2024-01-22,31.485,9.89,0.4593,28.425,0.4213,28.86,66.64,5.94,0.96,1008.64,57.43,120.14
Namakkal,11.2189,78.1677,2024-01-23,35.001,11.759,0.5812,26.38,0.3145,22.47,80.2,9.75,1.04,1012.97,52.0,107.89
Namakkal,11.2189,78.1677,2024-01-24,26.441,10.13,0.4338,21.571,0.3432,26.94,77.42,7.92,0.52,1010.47,45.09,91.84
Namakkal,11.2189,78.1677,2024-01-25,35.294,10.223,0.5816,26.368,0.3954,22.8,71.21,5.91,0.0,1009.57,68.61,102.94
Namakkal,11.2189,78.1677,2024-01-26,31.162,6.542,0.4932,25.42,0.3258,22.49,72.64,5.86,0.0,1014.92,49.8,92.0
Namakkal,11.2189,78.1677,2024-01-27,41.299,12.404,0.4648,30.11,0.3419,31.57,68.52,7.51,0.0,1012.17,67.63,115.53
Namakkal,11.2189,78.1677,2024-01-28,25.389,9.588,0.3425,33.212,0.3317,18.37,71.08,8.84,8.07,1009.74,33.99,60.7
Namakkal,11.2189,78.1677,2024-01-29,27.854,11.778,0.3155,28.905,0.317,27.07,78.92,5.75,2.63,1009.9,50.53,94.85
Namakkal,11.2189,78.1677,2024-01-30,30.877,10.967,0.3984,28.185,0.3471,24.37,63.7,10.59,0.0,1008.01,41.03,81.71
Namakkal,11.2189,78.1677,2024-01-31,31.653,9.603,0.3322,21.826,0.2888,24.92,90.14,6.72,0.0,1008.36,46.97,97.26
Namakkal,11.2189,78.1677,2024-02-01,49.069,15.737,0.5269,44.298,0.5588,26.92,56.36,7.44,2.7,1016.19,100.43,163.87
Namakkal,11.2189,78.1677,2024-02-02,30.176,11.528,0.4349,20.484,0.4424,27.34,66.48,10.68,0.0,1008.76,49.59,78.89
Namakkal,11.2189,78.1677,2024-02-03,40.786,11.114,0.5198,27.218,0.4069,25.99,73.71,5.79,1.34,1013.86,78.62,120.51
Namakkal,11.2189,78.1677,2024-02-04,29.882,11.203,0.3517,22.626,0.3778,21.47,85.37,10.13,0.0,1006.38,42.74,72.69
Namakkal,11.2189,78.1677,2024-02-05,34.321,10.333,0.4308,21.707,0.4347,28.59,75.49,10.53,0.0,1007.94,44.68,88.96
Namakkal,11.2189,78.1677,2024-02-06,35.37,7.672,0.5862,18.258,0.3349,25.61,55.18,4.79,0.26,1011.73,65.73,119.12
Namakkal,11.2189,78.1677,2024-02-07,31.727,8.361,0.4578,16.095,0.3314,27.63,74.24,7.59,0.0,1011.67,50.79,105.04
Namakkal,11.2189,78.1677,2024-02-08,27.453,14.541,0.3553,28.233,0.5014,28.38,63.33,7.45,1.62,1009.21,70.18,124.74
Namakkal,11.2189,78.1677,2024-02-09,37.812,10.681,0.426,30.225,0.4191,30.12,87.84,11.28,0.0,1005.7,51.97,81.94
Namakkal,11.2189,78.1677,2024-02-10,32.665,6.435,0.5299,16.419,0.2634,24.37,70.57,3.54,0.0,1007.82,55.47,111.71
Namakkal,11.2189,78.1677,2024-02-11,29.753,11.489,0.4961,24.963,0.4023,22.23,75.0,6.62,0.19,1010.23,63.3,120.78
Namakkal,11.2189,78.1677,2024-02-12,34.538,7.466,0.383,21.535,0.4122,30.91,76.35,7.93,0.0,1007.92,55.07,111.64
Namakkal,11.2189,78.1677,2024-02-13,33.326,11.985,0.474,37.58,0.291,25.87,64.7,5.43,0.0,1015.19,54.29,87.75
Namakkal,11.2189,78.1677,2024-02-14,41.643,10.275,0.5444,21.077,0.4253,27.29,73.0,12.36,0.0,1013.23,55.58,88.29
Namakkal,11.2189,78.1677,2024-02-15,43.147,9.97,0.4848,29.866,0.3053,23.33,70.18,9.35,1.14,1007.06,52.76,95.69
Namakkal,11.2189,78.1677,2024-02-16,34.786,11.2,0.6826,33.091,0.4589,27.07,78.23,11.75,4.78,1003.57,45.84,87.13
Namakkal,11.2189,78.1677,2024-02-17,37.752,12.823,0.647,33.472,0.409,28.38,78.76,11.6,0.0,1007.72,53.94,88.98
Namakkal,11.2189,78.1677,2024-02-18,26.998,11.963,0.3926,23.629,0.2907,31.05,75.74,6.57,2.37,1015.44,39.96,72.18
Namakkal,11.2189,78.1677,2024-02-19,25.987,8.695,0.3613,17.005,0.1631,22.77,81.26,7.74,0.0,1013.51,32.78,50.11
Namakkal,11.2189,78.1677,2024-02-20,49.525,15.131,0.5829,37.726,0.4819,26.98,69.35,10.59,0.0,1007.11,78.89,155.13
Namakkal,11.2189,78.1677,2024-02-21,26.035,7.593,0.3579,21.004,0.28,26.68,72.18,9.71,0.0,1010.27,31.64,66.19
Namakkal,11.2189,78.1677,2024-02-22,35.965,10.052,0.4218,31.692,0.4949,26.93,67.2,7.19,0.98,1009.32,67.42,135.0
Namakkal,11.2189,78.1677,2024-02-23,27.695,8.44,0.364,19.611,0.3074,27.26,78.03,7.64,0.49,1007.98,42.81,71.53
Namakkal,11.2189,78.1677,2024-02-24,31.508,10.171,0.5965,24.02,0.5049,26.74,63.92,6.49,0.0,1011.21,67.18,130.71
Namakkal,11.2189,78.1677,2024-02-25,39.846,6.928,0.4891,30.592,0.3979,23.64,64.98,7.48,0.0,1014.34,59.08,112.33
Namakkal,11.2189,78.1677,2024-02-26,31.368,13.345,0.4657,20.235,0.4816,29.44,66.89,12.76,0.0,1008.39,36.86,60.63
Namakkal,11.2189,78.1677,2024-02-27,33.119,10.616,0.55,14.51,0.3887,27.05,67.29,6.06,0.0,1003.09,60.77,103.99
Namakkal,11.2189,78.1677,2024-02-28,35.161,8.484,0.5793,39.989,0.4852,25.41,66.49,12.11,1.62,1007.37,46.35,94.54
Namakkal,11.2189,78.1677,2024-02-29,28.824,9.03,0.3762,28.915,0.2962,29.24,76.17,4.4,1.75,1016.98,45.95,85.96
Namakkal,11.2189,78.1677,2024-03-01,34.355,13.488,0.5296,20.87,0.4691,25.79,79.67,3.99,1.07,1015.8,79.53,134.1
Namakkal,11.2189,78.1677,2024-03-02,24.021,10.139,0.3392,21.225,0.2513,30.45,73.26,5.31,0.0,1011.51,34.42,64.46
Namakkal,11.2189,78.1677,2024-03-03,28.345,8.597,0.4331,20.05,0.2898,28.2,74.45,14.59,0.0,1013.35,23.65,40.04
Namakkal,11.2189,78.1677,2024-03-04,33.823,6.874,0.4183,26.288,0.2174,27.08,71.73,4.16,0.0,1016.35,43.54,79.1
Namakkal,11.2189,78.1677,2024-03-05,41.791,13.995,0.4912,46.173,0.4525,27.13,67.78,8.33,0.0,1012.86,82.17,157.22
Namakkal,11.2189,78.1677,2024-03-06,33.746,10.936,0.5327,32.475,0.361,29.29,68.72083682008368,11.37,0.0,1010.25,41.17,85.82
Namakkal,11.2189,78.1677,2024-03-07,29.161,8.339,0.3768,21.705,0.3365,30.4,73.89,9.86,0.0,1012.44,39.81,69.02
Namakkal,11.2189,78.1677,2024-03-08,40.292,12.353,0.4693,29.619,0.3974,31.82,83.08,4.63,0.0,1011.78,80.82,140.63
Namakkal,11.2189,78.1677,2024-03-09,31.721,7.334,0.296,23.434,0.3262,24.09,83.31,7.77,0.0,1011.08,42.35,83.05
Namakkal,11.2189,78.1677,2024-03-10,37.271,13.782,0.5632,38.421,0.4233,27.33,89.79,8.25,0.0,1007.71,69.72,137.15
Namakkal,11.2189,78.1677,2024-03-11,21.709,4.886,0.3003,30.974,0.3052,28.56,69.72,7.99,0.0,1014.34,27.31,48.95
Namakkal,11.2189,78.1677,2024-03-12,26.922,8.686,0.3792,21.878,0.3688,31.49,82.04,8.59,0.0,1009.23,38.51,58.66
Namakkal,11.2189,78.1677,2024-03-13,30.108,7.853,0.4414,38.422,0.3303,29.95,69.2,10.62,0.0,1009.03,36.58,59.71
Namakkal,11.2189,78.1677,2024-03-14,29.301,10.619,0.395,29.704,0.2272,29.88,70.86,9.41,8.88,1015.75,28.56,51.23
Namakkal,11.2189,78.1677,2024-03-15,31.376,9.791,0.5301,23.692,0.3398,31.53,68.07,6.58,0.0,1013.2,51.78,85.6
Namakkal,11.2189,78.1677,2024-03-16,30.94,6.985,0.4954,19.951,0.3727,25.96,89.08,8.34,0.0,1016.85,41.78,66.33
Namakkal,11.2189,78.1677,2024-03-17,26.974,9.643,0.5373,25.64,0.4354,29.39,62.55,10.97,0.0,1007.21,44.91,71.37
Namakkal,11.2189,78.1677,2024-03-18,34.073,9.684,0.3706,33.296,0.307,32.05,84.66,12.7,6.32,1011.84,31.46,51.38
Namakkal,11.2189,78.1677,2024-03-19,35.638,13.465,0.5107,40.74,0.3635,27.49,73.98,9.23,0.3,1008.29,52.43,89.33
Namakkal,11.2189,78.1677,2024-03-20,39.874,10.857,0.4218,21.708,0.3478,25.83,72.3,8.52,0.0,1003.92,54.17,102.62
Namakkal,11.2189,78.1677,2024-03-21,32.056,11.982,0.3503,13.145,0.4036,26.11,77.69,9.77,0.0,1001.24,44.71,74.11
Namakkal,11.2189,78.1677,2024-03-22,16.064,6.787,0.2846,20.915,0.2533,25.09,64.57,10.66,0.0,1015.57,16.51,25.99
Namakkal,11.2189,78.1677,2024-03-23,34.022,9.924,0.4018,44.325,0.3738,30.34,77.47,6.77,0.38,1011.15,56.69,87.18
Namakkal,11.2189,78.1677,2024-03-24,43.16,12.764,0.4607,27.538,0.4578,29.9,66.88,11.49,0.0,1009.66,56.68,94.42
Namakkal,11.2189,78.1677,2024-03-25,27.31,10.881,0.46,27.659,0.2252,28.26,94.25,11.26,0.0,1010.31,28.01,49.16
Namakkal,11.2189,78.1677,2024-03-26,40.749,10.688,0.4338,40.454,0.2585,34.57,80.84,5.8,0.92,1013.36,61.03,100.41
Namakkal,11.2189,78.1677,2024-03-27,41.46,11.15,0.4316,24.524,0.3547,30.15,63.25,11.28,0.0,1009.73,47.61,97.57
Namakkal,11.2189,78.1677,2024-03-28,26.492,8.927,0.475,28.699,0.2573,29.99,78.06,12.46,1.18,1014.46,27.05,41.84
Namakkal,11.2189,78.1677,2024-03-29,29.207,9.498,0.3472,27.983,0.4089,29.17,65.77,9.6,0.0,1010.85,45.52,91.79
Namakkal,11.2189,78.1677,2024-03-30,29.591,6.404,0.2632,19.602,0.2463,25.12,61.18,11.07,0.0,1010.49,25.75,39.1
Namakkal,11.2189,78.1677,2024-03-31,26.2,10.98,0.4376,24.294,0.3879,30.06,66.63,6.74,0.0,1012.44,49.42,99.77
Namakkal,11.2189,78.1677,2024-04-01,38.342,9.588,0.4559,35.986,0.2642,32.57,85.91,7.37,0.0,1019.61,51.26,105.1
Namakkal,11.2189,78.1677,2024-04-02,20.922,7.439,0.3162,15.492,0.2034,31.75,79.74,11.62,0.0,1011.36,16.88,30.1
Namakkal,11.2189,78.1677,2024-04-03,20.755,12.193,0.4735,31.39,0.2223,32.21,71.49,11.39,0.07,1012.64,26.84,53.97
Namakkal,11.2189,78.1677,2024-04-04,22.296,7.767,0.2753,25.615,0.2008,30.86,88.92,6.23,0.0,1010.93,27.85,57.35
Namakkal,11.2189,78.1677,2024-04-05,19.097,8.316,0.2866,26.556,0.2715,30.1,66.74,11.13,0.0,1011.91,19.97,33.71
Namakkal,11.2189,78.1677,2024-04-06,13.941,5.502,0.2026,15.698,0.2722,32.9,69.41,11.46,0.0,1014.64,13.03,26.57
Namakkal,11.2189,78.1677,2024-04-07,35.536,7.232,0.4194,28.507,0.4405,28.94,68.93,12.09,0.0,1011.78,39.79,74.63
Namakkal,11.2189,78.1677,2024-04-08,30.949,5.821,0.4586,19.932,0.3278,25.86,75.29,6.16,0.0,1016.78,38.99,64.33
Namakkal,11.2189,78.1677,2024-04-09,25.789,10.766,0.3453,25.3,0.3226,27.49,78.08,11.83,0.0,1012.66,31.34,57.47
Namakkal,11.2189,78.1677,2024-04-10,24.507,10.933,0.3142,13.876,0.2201,28.95,57.63,12.12,3.29,1006.29,21.4,34.32
Namakkal,11.2189,78.1677,2024-04-11,33.873,8.914,0.3786,29.21,0.2067,30.05,73.23,8.57,0.0,1009.96,32.07,65.8
Namakkal,11.2189,78.1677,2024-04-12,18.978,5.25,0.3099,39.715,0.4562,33.19,71.67,10.87,0.0,1014.79,28.93,54.31
Namakkal,11.2189,78.1677,2024-04-13,25.605,9.923,0.3859,23.049,0.3336,29.06,74.51,9.9,0.0,1016.06,33.43,69.58
Namakkal,11.2189,78.1677,2024-04-14,23.941,9.418,0.4576,34.817,0.2817,31.78,80.2,7.66,0.0,1009.19,36.71,65.7
Namakkal,11.2189,78.1677,2024-04-15,25.41,7.015,0.2667,29.753,0.1781,34.55,66.41,8.32,0.0,1012.72,24.99,49.28
Namakkal,11.2189,78.1677,2024-04-16,29.763,7.955,0.2599,30.485,0.2542,37.03,75.74,6.82,0.0,1010.0,39.71,75.49
Namakkal,11.2189,78.1677,2024-04-17,24.438,9.091,0.2781,29.448,0.2994,32.41,74.32,6.2,0.0,1011.68,35.38,58.23
Namakkal,11.2189,78.1677,2024-04-18,30.824,10.533,0.2415,20.913,0.1142,32.98,70.0,10.84,0.0,1009.38,23.25,38.25
Namakkal,11.2189,78.1677,2024-04-19,29.464,7.109,0.4011,36.464,0.3155,28.46,90.7,6.45,0.0,1017.82,43.88,77.88
Namakkal,11.2189,78.1677,2024-04-20,21.656,11.097,0.4168,28.648,0.3452,30.93,56.87,6.02,0.0,1010.93,39.19,59.53
Namakkal,11.2189,78.1677,2024-04-21,18.928,5.126,0.2754,31.678,0.2174,33.94,66.13,13.32,0.34,1009.45,15.05,28.71
Namakkal,11.2189,78.1677,2024-04-22,21.778,8.457,0.3288,23.064,0.279,32.25,89.17,10.59,2.14,1011.03,22.41,39.79
Namakkal,11.2189,78.1677,2024-04-23,21.74,10.861,0.4264,32.776,0.3904,32.31,58.23,7.1,0.0,1008.43,41.01,77.71
Namakkal,11.2189,78.1677,2024-04-24,27.061,6.513,0.247,36.713,0.4206,33.22,70.32,9.53,0.46,1013.08,34.05,54.68
Namakkal,11.2189,78.1677,2024-04-25,18.984,3.547,0.2979,15.22,0.299,30.19,73.22,9.69,0.0,1010.27,19.78,37.33
Namakkal,11.2189,78.1677,2024-04-26,20.256,5.53,0.3,26.41,0.1591,33.16,65.93,10.87,0.0,1007.29,14.31,29.98
Namakkal,11.2189,78.1677,2024-04-27,15.281,8.078,0.265,29.997,0.2041,34.97,66.45,14.44,2.03,1011.52,11.1,21.8
Namakkal,11.2189,78.1677,2024-04-28,21.366,3.793,0.3138,22.496,0.2289,31.91,61.47,8.34,0.0,1012.16,21.93,44.72
Namakkal,11.2189,78.1677,2024-04-29,20.246,4.162,0.3218,27.518,0.3022,34.95,76.07,6.49,0.0,1011.01,22.97,47.64
Namakkal,11.2189,78.1677,2024-04-30,36.502,9.253,0.4736,23.633,0.3375,28.74,72.37,9.27,0.0,1009.05,43.05,68.05
Namakkal,11.2189,78.1677,2024-05-01,25.106,6.598,0.3068,28.171,0.2669,29.29,71.6,11.63,0.0,1008.36,20.4,41.63
Namakkal,11.2189,78.1677,2024-05-02,15.652,7.018,0.2708,24.301,0.1234,32.2,74.6,11.76,0.0,1015.33,12.3,19.61
Namakkal,11.2189,78.1677,2024-05-03,26.797,7.171,0.4055,25.092,0.2394,31.62,71.71,12.11,0.0,1011.78,22.02,40.47
Namakkal,11.2189,78.1677,2024-05-04,27.903,5.205,0.3085,27.397,0.1655,32.25,74.38,12.74,0.0,1012.45,17.2,29.2
Namakkal,11.2189,78.1677,2024-05-05,19.043,7.934,0.3709,24.243,0.2423,34.47,65.91,4.32,0.0,1012.61,27.59,51.43
Namakkal,11.2189,78.1677,2024-05-06,20.498,7.611,0.1567,20.845,0.2887,31.92,85.3,12.87,0.0,1008.11,18.47,34.15
Namakkal,11.2189,78.1677,2024-05-07,24.688,8.898,0.3044,15.672,0.2927,34.31,84.87,8.72,0.0,1007.84,27.59,42.56
Namakkal,11.2189,78.1677,2024-05-08,18.245,9.769,0.4155,36.265,0.2481,26.78,85.88,10.06,0.0,1013.15,23.03,42.0
Namakkal,11.2189,78.1677,2024-05-09,22.8,7.544,0.3476,20.958,0.382,32.24,77.56,15.41,0.69,1010.98,16.27,31.96
Namakkal,11.2189,78.1677,2024-05-10,21.931,8.733,0.5007,33.398,0.2086,32.28,84.07,8.17,0.0,1009.15,24.48,46.12
Namakkal,11.2189,78.1677,2024-05-11,20.685,8.812,0.3707,32.841,0.2608,32.66,65.49,17.97,0.0,1011.47,11.17,22.96
