city,latitude,longitude,date,NO2,SO2,CO,O3,AOD
Thoothukudi,8.7642,78.1348,2024-08-11,17.477,6.013,0.1669,19.794,0.2586
Thoothukudi,8.7642,78.1348,2024-08-12,12.736,6.049,0.206,12.355,0.0681
Thoothukudi,8.7642,78.1348,2024-08-13,29.903,4.101,0.3214,28.105,0.1648
Thoothukudi,8.7642,78.1348,2024-08-14,12.761,5.645,0.2025,16.24,0.2177
Thoothukudi,8.7642,78.1348,2024-08-15,8.659,7.019,0.2208,19.351,0.171
Thoothukudi,8.7642,78.1348,2024-08-16,16.018,9.154,0.2012,22.21,0.2894
Thoothukudi,8.7642,78.1348,2024-08-17,23.017,6.295,0.3142,25.847,0.1203
Thoothukudi,8.7642,78.1348,2024-08-18,16.214,3.998,0.303,17.164,0.1662
Thoothukudi,8.7642,78.1348,2024-08-19,30.275,8.377,0.4146,31.2,0.1771
Thoothukudi,8.7642,78.1348,2024-08-20,15.829,3.355,0.4148,32.191,0.199
Thoothukudi,8.7642,78.1348,2024-08-21,18.098,6.531,0.4056,38.079,0.1426
Thoothukudi,8.7642,78.1348,2024-08-22,14.716,14.267,0.3337,31.831,0.1637
Thoothukudi,8.7642,78.1348,2024-08-23,19.181,9.427,0.3388,23.041,0.3717
Thoothukudi,8.7642,78.1348,2024-08-24,33.642,9.271,0.4185,27.37,0.201
Thoothukudi,8.7642,78.1348,2024-08-25,31.31,10.038,0.3777,27.548,0.3544
Thoothukudi,8.7642,78.1348,2024-08-26,21.594,7.203,0.4455,29.925,0.3087
Thoothukudi,8.7642,78.1348,2024-08-27,30.487,11.765,0.3999,28.668,0.2855
Dindigul,10.3673,77.9803,2024-01-01,28.054,12.174,0.4264,33.405,0.287
Dindigul,10.3673,77.9803,2024-01-02,36.212,7.615,0.4935,40.097,0.2572
Dindigul,10.3673,77.9803,2024-01-03,37.414,13.875,0.5118,33.605,0.2919
Dindigul,10.3673,77.9803,2024-01-04,44.986,10.832,0.5269,39.121,0.2628
Dindigul,10.3673,77.9803,2024-01-05,37.543,10.084,0.4419,28.218,0.3576
Dindigul,10.3673,77.9803,2024-01-06,41.276,15.032,0.5363,39.697,0.4405
Dindigul,10.3673,77.9803,2024-01-07,29.314,9.744,0.3818,30.726,0.3527
Dindigul,10.3673,77.9803,2024-01-08,22.379,9.218,0.381,35.27,0.2789
Dindigul,10.3673,77.9803,2024-01-09,38.105,7.55,0.5334,41.262,0.4217
Dindigul,10.3673,77.9803,2024-01-10,23.319,8.161,0.3385,25.073,0.361
Dindigul,10.3673,77.9803,2024-01-11,49.392,11.039,0.4721,21.347,0.3935
Dindigul,10.3673,77.9803,2024-01-12,29.822,8.512,0.4661,32.545,0.3062
Dindigul,10.3673,77.9803,2024-01-13,41.382,13.247,0.5212,28.834,0.5174
Dindigul,10.3673,77.9803,2024-01-14,28.94,12.228,0.3082,31.033,0.2665
Dindigul,10.3673,77.9803,2024-01-15,25.458,8.727,0.4735,29.544,0.2547
Dindigul,10.3673,77.9803,2024-01-16,26.559,8.991,0.4009,34.11,0.3638
Dindigul,10.3673,77.9803,2024-01-17,24.771,7.427,0.445,33.814,0.2487
Dindigul,10.3673,77.9803,2024-01-18,29.482,11.369,0.3849,24.423,0.3248
Dindigul,10.3673,77.9803,2024-01-19,29.121,9.094,0.3491,31.594,0.3581
Dindigul,10.3673,77.9803,2024-01-20,25.955,13.57,0.3072,35.51,0.2011
Dindigul,10.3673,77.9803,2024-01-21,41.67,7.717,0.5352,36.627,0.2841
Dindigul,10.3673,77.9803,2024-01-22,24.219,8.575,0.3189,22.347,0.243
Dindigul,10.3673,77.9803,2024-01-23,28.674,12.823,0.4766,27.17,0.2239
Dindigul,10.3673,77.9803,2024-01-24,31.026,10.457,0.3422,25.807,0.2114
Dindigul,10.3673,77.9803,2024-01-25,27.226,9.54,0.2609,32.977,0.2487
Dindigul,10.3673,77.9803,2024-01-26,31.777,9.698,0.4108,38.818,0.2449
Dindigul,10.3673,77.9803,2024-01-27,27.397,7.044,0.5253,39.26,0.2077
Dindigul,10.3673,77.9803,2024-01-28,37.841,9.814,0.5527,42.869,0.3343
Dindigul,10.3673,77.9803,2024-01-29,32.184,7.068,0.5159,35.252,0.359
Dindigul,10.3673,77.9803,2024-01-30,34.862,9.958,0.4556,25.807,0.325
Dindigul,10.3673,77.9803,2024-01-31,31.497,10.43,0.4122,29.172,0.4214
Dindigul,10.3673,77.9803,2024-02-01,34.129,10.384,0.3914,25.575,0.369
Dindigul,10.3673,77.9803,2024-02-02,27.19,12.904,0.4735,32.16,0.3315
Dindigul,10.3673,77.9803,2024-02-03,38.039,8.394,0.6249,37.743,0.238
Dindigul,10.3673,77.9803,2024-02-04,28.773,9.007,0.3648,34.57,0.3248
Dindigul,10.3673,77.9803,2024-02-05,30.588,10.754,0.3148,34.167,0.4282
Dindigul,10.3673,77.9803,2024-02-06,38.971,12.921,0.4038,37.4,0.3445
Dindigul,10.3673,77.9803,2024-02-07,28.031,5.338,0.252,25.959,0.2679
Dindigul,10.3673,77.9803,2024-02-08,30.391,6.067,0.4585,33.262,0.3556
Dindigul,10.3673,77.9803,2024-02-09,32.815,7.595,0.5073,26.125,0.2684
Dindigul,10.3673,77.9803,2024-02-10,32.837,12.246,0.617,40.137,0.4919
Dindigul,10.3673,77.9803,2024-02-11,36.467,12.778,0.5444,35.93,0.322
Dindigul,10.3673,77.9803,2024-02-12,36.848,12.521,0.5268,37.319,0.3651
Dindigul,10.3673,77.9803,2024-02-13,21.294,6.445,0.4532,33.976,0.3886
Dindigul,10.3673,77.9803,2024-02-14,25.103,8.221,0.2243,26.055,0.3587
Dindigul,10.3673,77.9803,2024-02-15,30.624,12.276,0.319,30.588,0.3238
Dindigul,10.3673,77.9803,2024-02-16,27.024,6.121,0.2016,25.471,0.3231
Dindigul,10.3673,77.9803,2024-02-17,30.003,10.948,0.3807,42.78,0.4358
Dindigul,10.3673,77.9803,2024-02-18,37.971,10.903,0.5662,30.825,0.4521
Dindigul,10.3673,77.9803,2024-02-19,25.646,8.466,0.238,17.781,0.393
Dindigul,10.3673,77.9803,2024-02-20,22.198,6.844,0.3679,19.679,0.2233
Dindigul,10.3673,77.9803,2024-02-21,30.202,5.316,0.4373,28.6,0.2844
Dindigul,10.3673,77.9803,2024-02-22,33.577,8.926,0.3054,29.835,0.3006
Dindigul,10.3673,77.9803,2024-02-23,26.158,10.484,0.3791,35.187,0.2933
Dindigul,10.3673,77.9803,2024-02-24,37.832,12.265,0.5411,44.993,0.2772
Dindigul,10.3673,77.9803,2024-02-25,25.289,10.306,0.3905,24.773,0.2271
Dindigul,10.3673,77.9803,2024-02-26,37.019,8.43,0.3851,37.602,0.5156
Dindigul,10.3673,77.9803,2024-02-27,28.57,6.166,0.4244,27.121,0.3007
Dindigul,10.3673,77.9803,2024-02-28,30.817,9.348,0.3323,36.016,0.2907
Dindigul,10.3673,77.9803,2024-02-29,30.672,8.516,0.351,25.747,0.351
Dindigul,10.3673,77.9803,2024-03-01,34.271,6.988,0.4889,31.925,0.3566
Dindigul,10.3673,77.9803,2024-03-02,21.531,7.716,0.3189,33.191,0.2837
Dindigul,10.3673,77.9803,2024-03-03,28.635,12.071,0.5464,40.849,0.2827
Dindigul,10.3673,77.9803,2024-03-04,26.451,10.206,0.4296,35.572,0.3297
Dindigul,10.3673,77.9803,2024-03-05,31.601,8.891,0.4652,33.6,0.3709
Dindigul,10.3673,77.9803,2024-03-06,31.724,7.872,0.4606,38.486,0.3973
Dindigul,10.3673,77.9803,2024-03-07,46.083,11.359,0.4617,37.083,0.4379
Dindigul,10.3673,77.9803,2024-03-08,29.787,7.995,0.4188,39.083,0.2246
Dindigul,10.3673,77.9803,2024-03-09,24.516,9.987,0.3873,35.367,0.354
Dindigul,10.3673,77.9803,2024-03-10,24.352,9.687,0.3625,24.547,0.315
Dindigul,10.3673,77.9803,2024-03-11,33.463,10.268,0.3509,42.235,0.3738
Dindigul,10.3673,77.9803,2024-03-12,30.539,5.988,0.2601,21.219,0.2045
Dindigul,10.3673,77.9803,2024-03-13,27.523,10.867,0.169,28.256,0.3486
Dindigul,10.3673,77.9803,2024-03-14,34.494,10.285,0.4928,44.953,0.3882
Dindigul,10.3673,77.9803,2024-03-15,26.939,10.952,0.3675,28.906,0.3181
Dindigul,10.3673,77.9803,2024-03-16,22.411,9.937,0.3664,38.678,0.1317
Dindigul,10.3673,77.9803,2024-03-17,27.008,5.628,0.2204,31.995,0.3147
Dindigul,10.3673,77.9803,2024-03-18,22.209,9.085,0.335,29.528,0.2102
Dindigul,10.3673,77.9803,2024-03-19,36.541,7.353,0.2929,32.927,0.2372
Dindigul,10.3673,77.9803,2024-03-20,30.352,8.188,0.3029,39.097,0.4335
Dindigul,10.3673,77.9803,2024-03-21,26.995,7.632,0.3285,37.472,0.2122
Dindigul,10.3673,77.9803,2024-03-22,22.012,6.259,0.3009,29.771,0.1874
Dindigul,10.3673,77.9803,2024-03-23,21.103,10.145,0.4907,51.108,0.4748
Dindigul,10.3673,77.9803,2024-03-24,31.08,9.475,0.4392,30.883,0.1826
Dindigul,10.3673,77.9803,2024-03-25,25.42,5.508,0.3674,34.18,0.2194
Dindigul,10.3673,77.9803,2024-03-26,27.464,7.383,0.4261,33.917,0.2118
Dindigul,10.3673,77.9803,2024-03-27,19.497,6.542,0.3084,19.67,0.2399
Dindigul,10.3673,77.9803,2024-03-28,23.977,7.182,0.4587,35.274,0.4472
Dindigul,10.3673,77.9803,2024-03-29,33.002,12.709,0.4849,37.266,0.2098
Dindigul,10.3673,77.9803,2024-03-30,27.38,6.5,0.328,35.79,0.2731
Dindigul,10.3673,77.9803,2024-03-31,28.043,8.691,0.2977,33.65,0.3064
Dindigul,10.3673,77.9803,2024-04-01,23.509,10.084,0.4142,22.511,0.3049
Dindigul,10.3673,77.9803,2024-04-02,27.564,8.917,0.3074,40.035,0.3558
Dindigul,10.3673,77.9803,2024-04-03,18.605,8.641,0.2682,42.2,0.3032
Dindigul,10.3673,77.9803,2024-04-04,20.462,7.824,0.3964,29.705,0.3806
Dindigul,10.3673,77.9803,2024-04-05,24.243,4.906,0.2282,30.464,0.3387
Dindigul,10.3673,77.9803,2024-04-06,19.167,9.991,0.2274,26.081,0.2915
Dindigul,10.3673,77.9803,2024-04-07,24.348,7.683,0.2722,27.522,0.2456
Dindigul,10.3673,77.9803,2024-04-08,18.794,4.417,0.2418,23.424,0.2565
Dindigul,10.3673,77.9803,2024-04-09,24.948,9.279,0.5334,32.673,0.3048
Dindigul,10.3673,77.9803,2024-04-10,22.726,7.702,0.212,38.135,0.2056
Dindigul,10.3673,77.9803,2024-04-11,27.294,10.039,0.4045,35.078,0.2124
Dindigul,10.3673,77.9803,2024-04-12,14.633,4.073,0.3458,18.605,0.2479
Dindigul,10.3673,77.9803,2024-04-13,18.373,7.751,0.1792,21.142,0.2619
Dindigul,10.3673,77.9803,2024-04-14,19.499,5.304,0.3564,25.96,0.1717
Dindigul,10.3673,77.9803,2024-04-15,21.885,9.909,0.4405,38.585,0.2899
Dindigul,10.3673,77.9803,2024-04-16,24.186,6.662,0.3182,39.055,0.2904
Dindigul,10.3673,77.9803,2024-04-17,26.99,9.255,0.4175,40.392,0.3556
Dindigul,10.3673,77.9803,2024-04-18,22.783,10.072,0.315,23.051,0.2857
Dindigul,10.3673,77.9803,2024-04-19,21.214,5.373,0.3505,49.594,0.232
Dindigul,10.3673,77.9803,2024-04-20,19.108,10.788,0.5224,27.334,0.1676
Dindigul,10.3673,77.9803,2024-04-21,25.175,9.179,0.2183,31.621,0.2488
Dindigul,10.3673,77.9803,2024-04-22,27.047,6.96,0.4585,43.13,0.3308
Dindigul,10.3673,77.9803,2024-04-23,22.102,7.597,0.3404,31.322,0.2674
Dindigul,10.3673,77.9803,2024-04-24,14.388,4.292,0.2279,17.115,0.2587
Dindigul,10.3673,77.9803,2024-04-25,25.725,7.942,0.4403,34.266,0.2864
Dindigul,10.3673,77.9803,2024-04-26,29.937,7.113,0.2269,34.872,0.3054
Dindigul,10.3673,77.9803,2024-04-27,27.045,8.895,0.4721,53.593,0.3395
Dindigul,10.3673,77.9803,2024-04-28,23.727,8.894,0.3818,35.44,0.0713
Dindigul,10.3673,77.9803,2024-04-29,24.336,7.405,0.2405,39.135,0.2425
Dindigul,10.3673,77.9803,2024-04-30,21.106,6.255,0.2178,46.698,0.1646
Dindigul,10.3673,77.9803,2024-05-01,19.027,5.867,0.2574,30.038,0.1319
Dindigul,10.3673,77.9803,2024-05-02,9.878,8.978,0.4435,31.526,0.1619
Dindigul,10.3673,77.9803,2024-05-03,17.079,3.51,0.2307,25.243,0.2279
Dindigul,10.3673,77.9803,2024-05-04,9.506,6.189,0.3364,38.089,0.3104
Dindigul,10.3673,77.9803,2024-05-05,15.591,8.183,0.2892,35.751,0.1985
Dindigul,10.3673,77.9803,2024-05-06,27.098,6.81,0.3017,38.363,0.3512
Dindigul,10.3673,77.9803,2024-05-07,25.145,4.99,0.2287,34.86,0.3201
Dindigul,10.3673,77.9803,2024-05-08,7.258,5.487,0.18,24.04,0.1624
Dindigul,10.3673,77.9803,2024-05-09,9.657,3.238,0.1126,23.549,0.239
Dindigul,10.3673,77.9803,2024-05-10,19.412,6.042,0.2382,24.124,0.2091
Dindigul,10.3673,77.9803,2024-05-11,21.268,4.212,0.2769,36.558,0.1166
Dindigul,10.3673,77.9803,2024-05-12,24.88,0.5,0.3077,38.151,0.3393
Dindigul,10.3673,77.9803,2024-05-13,18.413,8.583,0.3365,24.032,0.1987
Dindigul,10.3673,77.9803,2024-05-14,11.633,5.242,0.2322,25.142,0.1612
Dindigul,10.3673,77.9803,2024-05-15,23.593,8.003,0.2257,24.712,0.1406
Dindigul,10.3673,77.9803,2024-05-16,25.43,6.613,0.3953,33.579,0.2197
Dindigul,10.3673,77.9803,2024-05-17,20.409,2.955,0.3005,25.097,0.2138
Dindigul,10.3673,77.9803,2024-05-18,17.184,7.167,0.2158,36.486,0.225
Dindigul,10.3673,77.9803,2024-05-19,17.862,5.389,0.2228,27.996,0.0902
Dindigul,10.3673,77.9803,2024-05-20,17.612,3.602,0.1401,22.785,0.1494
Dindigul,10.3673,77.9803,2024-05-21,7.47,6.576,0.1682,29.838,0.2446
Dindigul,10.3673,77.9803,2024-05-22,15.962,8.187,0.2683,37.928,0.2268
Dindigul,10.3673,77.9803,2024-05-23,16.286,6.601,0.3344,19.685,0.1766
Dindigul,10.3673,77.9803,2024-05-24,17.212,8.012,0.2237,30.849,0.097
Dindigul,10.3673,77.9803,2024-05-25,14.387,6.041,0.0797,26.82,0.0914
Dindigul,10.3673,77.9803,2024-05-26,10.264,7.519,0.3399,25.764,0.236
Dindigul,10.3673,77.9803,2024-05-27,23.803,3.645,0.3057,25.83,0.2071
Dindigul,10.3673,77.9803,2024-05-28,10.607,5.929,0.1736,39.111,0.1514
Dindigul,10.3673,77.9803,2024-05-29,13.506,2.953,0.1112,33.137,0.1991
Dindigul,10.3673,77.9803,2024-05-30,12.468,6.28,0.3122,39.784,0.2414
Dindigul,10.3673,77.9803,2024-05-31,13.725,4.69,0.2651,31.827,0.1318
Dindigul,10.3673,77.9803,2024-06-01,27.068,5.336,0.2833,36.219,0.2294
Dindigul,10.3673,77.9803,2024-06-02,20.723,2.979,0.3281,29.909,0.3215
Dindigul,10.3673,77.9803,2024-06-03,6.258,6.297,0.2489,26.102,0.1787
Dindigul,10.3673,77.9803,2024-06-04,19.833,4.448,0.2943,30.342,0.2024
Dindigul,10.3673,77.9803,2024-06-05,13.19,4.88,0.2177,43.093,0.212
Dindigul,10.3673,77.9803,2024-06-06,10.496,3.824,0.1208,34.236,0.1043
Dindigul,10.3673,77.9803,2024-06-07,5.644,2.458,0.1997,24.934,0.2134
Dindigul,10.3673,77.9803,2024-06-08,19.202,4.904,0.2209,42.195,0.2294
Dindigul,10.3673,77.9803,2024-06-09,22.707,4.871,0.3442,49.192,0.1755
Dindigul,10.3673,77.9803,2024-06-10,22.377,5.442,0.1548,32.031,0.2117
Dindigul,10.3673,77.9803,2024-06-11,28.766,6.253,0.2016,34.776,0.0366
Dindigul,10.3673,77.9803,2024-06-12,22.315,11.739,0.2959,44.733,0.2518
Dindigul,10.3673,77.9803,2024-06-13,17.334,3.446,0.0925,22.463,0.1286
Dindigul,10.3673,77.9803,2024-06-14,14.473,2.963,0.2262,37.453,0.1285
Dindigul,10.3673,77.9803,2024-06-15,6.99,6.011,0.1419,41.604,0.0737
Dindigul,10.3673,77.9803,2024-06-16,15.563,8.146,0.2459,31.603,0.1405
Dindigul,10.3673,77.9803,2024-06-17,18.639,5.879,0.2799,43.065,0.1952
Dindigul,10.3673,77.9803,2024-06-18,18.768,7.486,0.1451,31.949,0.0869
Dindigul,10.3673,77.9803,2024-06-19,16.866,2.018,0.168,30.323,0.0666
Dindigul,10.3673,77.9803,2024-06-20,5.781,4.739,0.1835,31.186,0.1334
Dindigul,10.3673,77.9803,2024-06-21,20.671,8.3,0.2695,36.14,0.2266
Dindigul,10.3673,77.9803,2024-06-22,9.948,2.1,0.221,24.289,0.124
Dindigul,10.3673,77.9803,2024-06-23,24.144,2.219,0.3318,40.146,0.3011
Dindigul,10.3673,77.9803,2024-06-24,14.102,5.421,0.0956,47.465,0.2816
Dindigul,10.3673,77.9803,2024-06-25,10.234,4.223,0.388,39.702,0.2511
Dindigul,10.3673,77.9803,2024-06-26,11.956,7.991,0.1894,31.612,0.2786
Dindigul,10.3673,77.9803,2024-06-27,20.923,0.602,0.1095,49.836,0.1462
Dindigul,10.3673,77.9803,2024-06-28,11.188,4.389,0.1233,30.395,0.1423
Dindigul,10.3673,77.9803,2024-06-29,9.399,1.795,0.05,30.723,0.1445
Dindigul,10.3673,77.9803,2024-06-30,2.725,1.881,0.2074,27.957,0.1901
Dindigul,10.3673,77.9803,2024-07-01,23.403,5.682,0.1554,41.975,0.1991
Dindigul,10.3673,77.9803,2024-07-02,7.718,5.677,0.1384,36.153,0.2265
Dindigul,10.3673,77.9803,2024-07-03,10.412,2.389,0.1936,29.631,0.0838
Dindigul,10.3673,77.9803,2024-07-04,16.059,1.575,0.2935,26.134,0.2763
Dindigul,10.3673,77.9803,2024-07-05,9.131,6.584,0.1465,33.552,0.2073
Dindigul,10.3673,77.9803,2024-07-06,19.592,1.411,0.2425,35.347,0.1692
Dindigul,10.3673,77.9803,2024-07-07,11.809,7.683,0.1693,29.944,0.1456
Dindigul,10.3673,77.9803,2024-07-08,16.008,5.42,0.1302,30.81,0.2354
Dindigul,10.3673,77.9803,2024-07-09,10.74,5.333,0.1776,27.2,0.1366
Dindigul,10.3673,77.9803,2024-07-10,23.788,6.381,0.1904,37.275,0.3102
Dindigul,10.3673,77.9803,2024-07-11,18.407,4.542,0.0935,41.918,0.2006
Dindigul,10.3673,77.9803,2024-07-12,13.523,2.33,0.2685,42.856,0.132
Dindigul,10.3673,77.9803,2024-07-13,15.782,3.267,0.1516,24.684,0.1104
Dindigul,10.3673,77.9803,2024-07-14,7.884,4.547,0.3984,32.086,0.2849
Dindigul,10.3673,77.9803,2024-07-15,6.157,4.071,0.1943,32.906,0.1668
Dindigul,10.3673,77.9803,2024-07-16,21.058,5.874,0.1729,26.496,0.2606
Dindigul,10.3673,77.9803,2024-07-17,24.962,4.27,0.1986,42.952,0.3237
Dindigul,10.3673,77.9803,2024-07-18,9.824,2.852,0.1905,30.279,0.0989
Dindigul,10.3673,77.9803,2024-07-19,14.918,4.532,0.2628,28.542,0.0746
Dindigul,10.3673,77.9803,2024-07-20,14.669,2.081,0.2177,30.661,0.1452
Dindigul,10.3673,77.9803,2024-07-21,7.734,4.615,0.1934,27.989,0.1424
Dindigul,10.3673,77.9803,2024-07-22,9.402,7.0,0.1756,33.809,0.0496
Dindigul,10.3673,77.9803,2024-07-23,15.489,4.191,0.2466,40.891,0.1778
Dindigul,10.3673,77.9803,2024-07-24,19.233,6.358,0.3298,26.061,0.1327
Dindigul,10.3673,77.9803,2024-07-25,16.535,9.064,0.1952,27.78,0.1195
Dindigul,10.3673,77.9803,2024-07-26,15.894,2.335,0.308,33.879,0.0865
Dindigul,10.3673,77.9803,2024-07-27,13.154,8.356,0.3255,40.84,0.1759
Dindigul,10.3673,77.9803,2024-07-28,10.966,5.094,0.2217,26.501,0.2156
Dindigul,10.3673,77.9803,2024-07-29,15.73,4.477,0.1006,18.229,0.1889
Dindigul,10.3673,77.9803,2024-07-30,25.908,8.517,0.1928,59.386,0.1838
Dindigul,10.3673,77.9803,2024-07-31,14.952,3.519,0.1389,37.868,0.1858
Dindigul,10.3673,77.9803,2024-08-01,18.884,4.911,0.1517,39.084,0.1765
Dindigul,10.3673,77.9803,2024-08-02,11.793,6.056,0.2337,35.712,0.2674
Dindigul,10.3673,77.9803,2024-08-03,20.606,6.745,0.1833,32.199,0.0969
Dindigul,10.3673,77.9803,2024-08-04,8.305,2.2,0.2777,26.172,0.1193
Dindigul,10.3673,77.9803,2024-08-05,16.844,1.571,0.0858,45.395,0.2493
Dindigul,10.3673,77.9803,2024-08-06,,,0.2513,35.363,0.1252
Dindigul,10.3673,77.9803,2024-08-07,15.204,5.274,0.1536,31.173,0.1818
Dindigul,10.3673,77.9803,2024-08-08,9.019,1.228,0.2526,27.4,0.2462
Dindigul,10.3673,77.9803,2024-08-09,6.63,3.894,0.2783,30.109,0.1202
Dindigul,10.3673,77.9803,2024-08-10,15.103,4.74,0.1948,35.443,0.1995
Dindigul,10.3673,77.9803,2024-08-11,18.412,7.672,0.3761,51.405,0.3093
Dindigul,10.3673,77.9803,2024-08-12,18.181,8.269,0.2583,43.787,0.02
Dindigul,10.3673,77.9803,2024-08-13,14.991,4.225,0.4321,48.188,0.2352
Dindigul,10.3673,77.9803,2024-08-14,22.964,7.384,0.0916,28.954,0.2724
Dindigul,10.3673,77.9803,2024-08-15,28.475,4.998,0.2431,43.298,0.2206
Dindigul,10.3673,77.9803,2024-08-16,13.1,5.162,0.1861,27.146,0.1916
Dindigul,10.3673,77.9803,2024-08-17,8.638,3.349,0.232,27.238,0.1508
Dindigul,10.3673,77.9803,2024-08-18,14.98,3.627,0.2441,38.401,0.295
Dindigul,10.3673,77.9803,2024-08-19,13.226,5.945,0.1096,36.884,0.0855
Dindigul,10.3673,77.9803,2024-08-20,6.207,1.076,0.1309,23.991,0.1725
Dindigul,10.3673,77.9803,2024-08-21,26.583,4.564,0.219,35.73,0.2575
Dindigul,10.3673,77.9803,2024-08-22,13.853,3.542,0.3111,27.296,0.2063
Dindigul,10.3673,77.9803,2024-08-23,11.408,6.127,0.297,29.984,0.2406
Dindigul,10.3673,77.9803,2024-08-24,9.138,6.09,0.3245,28.37,0.1972
Dindigul,10.3673,77.9803,2024-08-25,21.61,4.628,0.1796,52.692,0.1616
Dindigul,10.3673,77.9803,2024-08-26,20.437,5.045,0.3038,29.11,0.02
Dindigul,10.3673,77.9803,2024-08-27,19.103,5.513,0.2767,55.191,0.2863
Thanjavur,10.787,79.1378,2024-01-01,19.151,9.183,0.3797,33.281,0.342
Thanjavur,10.787,79.1378,2024-01-02,21.63,8.616,0.375,34.988,0.1986
Thanjavur,10.787,79.1378,2024-01-03,25.239,5.646,0.4053,39.745,0.3579
Thanjavur,10.787,79.1378,2024-01-04,24.059,6.99,0.3275,28.647,0.2314
Thanjavur,10.787,79.1378,2024-01-05,27.587,8.097,0.3961,32.327,0.2948
Thanjavur,10.787,79.1378,2024-01-06,32.634,10.857,0.5327,52.223,0.3677
Thanjavur,10.787,79.1378,2024-01-07,27.139,12.602,0.4324,38.674,0.423
Thanjavur,10.787,79.1378,2024-01-08,31.534,8.956,0.3796,32.111,0.252
Thanjavur,10.787,79.1378,2024-01-09,27.651,9.142,0.5466,29.491,0.2402
Thanjavur,10.787,79.1378,2024-01-10,32.325,7.124,0.4994,47.701,0.3073
Thanjavur,10.787,79.1378,2024-01-11,27.088,9.393,0.3647,26.539,0.227
Thanjavur,10.787,79.1378,2024-01-12,16.056,5.522,0.2217,20.327,0.2351
Thanjavur,10.787,79.1378,2024-01-13,27.359,8.55,0.3893,22.401,0.2418
Thanjavur,10.787,79.1378,2024-01-14,31.651,8.339,0.3921,38.614,0.4765
Thanjavur,10.787,79.1378,2024-01-15,26.052,7.006,0.3418,27.554,0.3434
Thanjavur,10.787,79.1378,2024-01-16,29.774,8.547,0.4937,35.687,0.2847
Thanjavur,10.787,79.1378,2024-01-17,26.113,8.772,0.2998,41.316,0.0271
Thanjavur,10.787,79.1378,2024-01-18,31.732,9.479,0.2944,21.819,0.3072
Thanjavur,10.787,79.1378,2024-01-19,34.804,13.667,0.1972,49.939,0.4117
Thanjavur,10.787,79.1378,2024-01-20,30.09,8.357,0.3209,43.745,0.4718
Thanjavur,10.787,79.1378,2024-01-21,26.752,9.155,0.38,51.945,0.3159
Thanjavur,10.787,79.1378,2024-01-22,26.545,11.41,0.3829,29.035,0.2697
Thanjavur,10.787,79.1378,2024-01-23,37.697,5.522,0.4721,30.498,0.2621
Thanjavur,10.787,79.1378,2024-01-24,23.811,12.125,0.389,35.783,0.3821
Thanjavur,10.787,79.1378,2024-01-25,19.904,9.182,0.3997,33.832,0.2907
Thanjavur,10.787,79.1378,2024-01-26,27.473,11.264,0.4228,48.829,0.2391
Thanjavur,10.787,79.1378,2024-01-27,21.458,6.976,0.3107,36.82,0.2351
Thanjavur,10.787,79.1378,2024-01-28,26.379,7.948,0.478,21.668,0.2791
Thanjavur,10.787,79.1378,2024-01-29,25.285,8.079,0.3484,30.389,0.3823
Thanjavur,10.787,79.1378,2024-01-30,34.768,11.296,0.3509,33.028,0.2703
Thanjavur,10.787,79.1378,2024-01-31,23.055,10.22,0.408,50.835,0.3946
Thanjavur,10.787,79.1378,2024-02-01,19.879,8.878,0.2481,37.592,0.17
Thanjavur,10.787,79.1378,2024-02-02,23.648,6.991,0.2514,37.103,0.3057
Thanjavur,10.787,79.1378,2024-02-03,24.168,6.557,0.3391,40.201,0.3209
Thanjavur,10.787,79.1378,2024-02-04,21.305,7.965,0.3581,28.516,0.4159
Thanjavur,10.787,79.1378,2024-02-05,23.195,7.393,0.5182,16.751,0.1522
Thanjavur,10.787,79.1378,2024-02-06,18.08,7.9,0.3893,36.102,0.1938
Thanjavur,10.787,79.1378,2024-02-07,34.421,7.577,0.4231,47.229,0.2524
Thanjavur,10.787,79.1378,2024-02-08,27.224,6.623,0.3568,29.946,0.243
Thanjavur,10.787,79.1378,2024-02-09,27.431,6.312,0.3551,28.847,0.2796
Thanjavur,10.787,79.1378,2024-02-10,31.552,13.626,0.4392,46.161,0.3028
Thanjavur,10.787,79.1378,2024-02-11,18.291,6.419,0.3172,30.079,0.289
Thanjavur,10.787,79.1378,2024-02-12,25.517,7.624,0.4872,39.747,0.2254
Thanjavur,10.787,79.1378,2024-02-13,28.093,11.425,0.3877,37.346,0.2192
Thanjavur,10.787,79.1378,2024-02-14,27.599,7.186,0.2752,40.742,0.3767
Thanjavur,10.787,79.1378,2024-02-15,26.137,8.121,0.2903,38.062,0.2754
Thanjavur,10.787,79.1378,2024-02-16,22.804,9.313,0.4326,24.809,0.3069
Thanjavur,10.787,79.1378,2024-02-17,24.411,9.587,0.3367,34.906,0.172
Thanjavur,10.787,79.1378,2024-02-18,22.742,5.288,0.2777,21.875,0.2572
Thanjavur,10.787,79.1378,2024-02-19,22.312,10.747,0.381,39.247,0.2108
Thanjavur,10.787,79.1378,2024-02-20,22.662,10.683,0.3262,36.315,0.1687
Thanjavur,10.787,79.1378,2024-02-21,31.163,7.007,0.2893,39.867,0.2697
Thanjavur,10.787,79.1378,2024-02-22,19.01,7.123,0.2686,39.357,0.2911
Thanjavur,10.787,79.1378,2024-02-23,26.923,7.102,0.4625,42.647,0.2938
